time,temperature,battery,distance,speed
69,39.21321619603104,67.27143545505935,146.7959221322467,0.6936130087516545
70,26.334686157799446,74.2051489473826,404.6805777392568,1.0077800137742665
71,-8.077059107949655,21.32702631422849,405.05669733959036,0.18221825651549728
72,-19.668672972583856,60.96744466394248,433.53615929005184,0.944429607559284
73,28.927685707290053,38.11966201583503,456.6202762782356,6.830067734163569
74,22.41144063085703,71.61382323275599,255.6711994304689,0.7118864846022899
75,23.74043008245924,33.94931432039932,250.7581473435998,3.189756302937613
76,26.276220801156747,75.27501904819728,399.1475894833876,8.448753109694545
77,-15.557320895954579,50.93882770404299,324.9819653888826,0.23271935735825866
78,1.5079437126563562,94.93839909893876,350.9834386288517,8.144684825889358
79,-13.047856428492217,31.00167553167946,397.8963347180505,2.8185477477339993
80,31.786205552535613,47.285308084020684,445.00267090878316,1.1816482762165625
81,17.397887609653473,29.077881699247126,168.9975784257679,6.967371653641506
82,-0.14611850884104882,93.97548946228503,187.79147631997202,6.28942846779884
83,-16.186498982838582,90.18714827047847,46.9909699204345,8.77472013527053
84,-1.3410606970602679,40.63533021721245,289.14007049808697,7.350710438038858
85,-0.489000678395179,72.79872368273432,17.971136898371043,8.034809303848485
86,23.77637070028384,85.37777601609727,232.79900906623007,2.820345725713065
87,18.253448281312785,64.416064927957,271.3223173537883,1.7743954377972282
88,33.23276455457959,62.37204626848052,143.2706260641422,7.506147516408584
89,8.332895509716959,39.34818327203614,295.4166302845054,8.06834739267264
90,-12.824345243701899,27.44822142447194,15.250124969524714,9.905051420006734
91,22.794687233379697,91.77726063626613,18.674094374607208,4.126176769114265
92,25.647102917013846,92.03344457306643,411.30028032982915,3.720180857927832
93,13.676631854169777,70.64811658186144,180.09532070563145,7.764129607419968
94,26.258030797273662,47.122383283896056,63.53025632594239,3.4080354025301784
95,9.627735781863443,47.93676596901287,261.1216300274022,9.307573256035647
96,11.363969762919645,78.07645430961915,384.9967765493054,8.584127518430119
97,5.652461101512976,91.76882079620617,107.9105137484216,4.289940273750183
98,-18.47485239535429,90.96691394120938,311.4452379095001,7.508710677914974
99,-13.526514380401732,82.3900436686099,42.673732496884,7.545428740846823
